,KS113daysChange,KS117daysChange,KS1115daysChange,KS1130daysChange,KQ113daysChange,KQ117daysChange,KQ1115daysChange,KQ1130daysChange,KS113daysClass,KS117daysClass,KS1115daysClass,KS1130daysClass,KQ113daysClass,KQ117daysClass,KQ1115daysClass,KQ1130daysClass
2016-10-27,-0.2830379989743312,-1.5825092116562294,-1.6555008342896027,0.536271887717768,-1.7041457773418862,-3.885069095921862,-1.2194929864283335,-6.476693262471192,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.0
2016-10-28,-0.8265310377510533,-1.3111890137718825,-2.447485283598514,0.1541408121903374,-3.4213734462747136,-4.070497203858523,-4.364987078411115,-7.013890483529566,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2016-10-31,-2.0045410126670937,-0.7942893826203886,-2.6428377374271528,0.8200342493976012,-5.328269976069786,-2.4962090420287564,-4.817465176276471,-4.542536634367631,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
2016-11-01,-1.2145211716305548,-2.4803398813558792,-1.2309577642685794,1.428154449659198,-2.3516045278562223,-3.992444656379436,-2.231543055037451,-1.9546042992928032,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5
2016-11-02,-1.263829889081122,-0.23862024639989945,-0.9684248628685092,1.4576145532934757,-2.484114734792652,-0.5028936068928362,-4.1652075084995674,-0.9211692509245936,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5
2016-11-03,0.9419191868238688,-0.22941156049970593,-0.22638281774919558,3.198684694191027,2.6581501919220965,2.503049541309606,-1.3595998790865453,2.6433057870287042,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5
2016-11-04,0.9869924143751263,-0.8201441475012249,-0.2858173132346748,2.7517877130569626,2.327909020277532,1.2196926379070472,-2.7770950798717284,2.095121265842413,1.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5
2016-11-07,-1.1927233207260917,-0.11957477604085456,-0.18314673733719314,3.0231743572398506,-1.8139577736522958,2.784782719142329,-2.41478665252692,1.1738291015081308,0.0,0.5,0.5,0.5,0.0,1.0,0.0,0.5
2016-11-08,0.25130508468117263,-0.8525269263364641,-0.7058528975347793,2.021446244427574,0.170370964360708,0.898472628500299,-4.188565619052045,-0.5689728043340881,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5
2016-11-09,-1.446554369499158,-1.4375729481237358,-0.9798443106653639,1.6147697850263851,-0.4742181051467874,-0.6296146986346769,-4.860703616332527,-1.3233164538896414,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5
2016-11-10,0.4672241330405143,0.3916524872811884,0.624494733850189,3.9583747179853406,2.949612047714199,1.5990307733189448,-2.169275055345247,3.3364475161978056,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.5
2016-11-14,-1.146007803607401,-0.9552584255099373,-1.9594522855422185,1.9759347085900492,0.738096232148531,-2.004074001703179,-7.719459355918652,-0.7781998869823259,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5
2016-11-15,0.31148829645678294,0.6862807351748708,0.783020705635892,2.5369715048180126,1.0511453423416577,-3.370732687434038,-6.419523410637713,0.9722711708150483,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.5
2016-11-16,0.3583135655410129,0.35221480220671175,1.2380998328336028,2.9951223682187575,0.4583543125673842,-3.1760663107274634,-6.301924662088763,2.2690846183107407,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5
2016-11-17,-0.686988853338861,-0.07678220804547863,2.5974248668511137,2.8068063206307405,-2.946657454895152,-5.539720634287547,-6.882439646080188,0.9835444838248381,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5
2016-11-18,0.14742985169571154,-0.10906232847236652,2.228668345053276,3.2021368019465815,-2.7112303633358126,-5.048107954503176,-5.322102948226982,1.4034020739868516,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.5
2016-11-21,0.6771057793518905,0.4507299880643592,2.6668980326669534,3.598743053380813,-3.2196226869438105,-3.8935324880931654,-2.769805037084362,3.148674376089481,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5
2016-11-22,0.4277567605299593,0.9002797771604467,3.5568744058966795,3.8605274590341883,-1.888961593697421,-2.540501955937619,0.28884347576790487,5.440395528717233,0.5,0.5,1.0,0.5,0.0,0.0,0.5,1.0
2016-11-23,-0.2692234355989655,-0.6483579881734411,2.6922527076665297,3.3098633687356163,-2.896486604717017,-3.9312981617594875,0.2832598205989348,5.393457697112634,0.5,0.5,1.0,0.5,0.0,0.0,0.5,1.0
2016-11-25,-0.4808941993328939,-1.2369509598383246,2.4497635353195055,3.0599401141563223,-0.7029887478814425,-4.192970717895277,3.3850318587194588,6.973304158677792,0.5,0.0,1.0,0.5,0.0,0.0,1.0,1.0
2016-11-28,0.45683473851916956,0.7799613212820187,3.4328388693013365,3.578701791664237,-0.28604295272439434,-2.755015022439699,4.058079307472887,6.50864349543255,0.5,0.5,1.0,0.5,0.5,0.0,1.0,1.0
2016-11-29,0.28410645335719564,0.6956069603726559,3.0463119131545637,4.905639000203127,0.13489385653608424,-2.450041024197768,5.01138733687995,7.562606341373039,0.5,0.5,1.0,1.0,0.5,0.0,1.0,1.0
2016-11-30,-0.39325056945356135,2.662767735410357,3.212204141659103,5.496887730703599,-1.5669345698180848,-1.920917319364471,3.6774175419968755,6.173769451211456,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2016-12-01,-1.014378526774947,2.077659538565144,2.746686709688895,4.70436101906105,-3.5211606126678165,-0.2952490386484772,3.7778296902709876,6.470283835289206,0.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0
2016-12-02,0.3080017643352263,2.1923120352867063,2.6202888468809107,4.4420978954001225,-2.1049087320330213,1.5542715118338288,3.718113646939004,5.077043903088418,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0
2016-12-05,1.0798702006982825,3.3172467153615894,3.313189291487325,5.071021397468456,-1.399273989714981,4.151832670967318,5.627805144710698,6.84472182587295,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
2016-12-06,3.4486778541531713,3.74409229899834,4.014040196505274,5.573611300833347,1.651829197835488,6.494292725816282,7.521910275437384,8.87988723118556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-12-07,1.7503722001827198,2.3514236857222883,1.7403237042328874,3.806806638206754,2.23617451392137,6.753248580163368,7.898864005457545,7.0129905707607785,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0
2016-12-08,1.774695125423383,2.52774875223219,1.7355348809256457,3.720083661346135,4.245314967665242,7.529557404080839,9.147476348355239,6.476866608695753,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0
2016-12-09,0.24174617962664668,0.36040457466351955,0.20408061318435416,1.7079699332028762,4.5277329250430345,6.5256107088845,8.447369218016572,4.842461469351549,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0
2016-12-12,0.6015762588312246,0.8519823035955905,0.9522460505966378,2.08673926532833,3.0487079551930556,3.977456878033098,7.103564011921498,2.572564922590319,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5
2016-12-13,0.4641795764891159,0.5287963464059323,0.9076392085181743,2.779646133559149,2.906739985715702,2.5784286598240884,6.087079651985886,2.2766433330520965,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5
2016-12-14,0.3074691333654453,-0.012279099129452147,0.29322346283581757,1.9450141155120733,1.7984240479185625,0.7920217621224581,5.136714986841046,0.8803898382062785,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5
2016-12-15,0.07462528309274502,-0.04762066319308645,0.601418943284101,1.9004690085780336,1.681723102796832,1.1886344383731449,5.095763625609651,0.6530982234882468,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5
2016-12-16,0.25973618135975135,0.2710342933224511,0.5955861270743286,1.5181815056900498,-0.42216449353453717,-0.3593206770593722,3.4707851179674427,-0.7218672126263113,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5
2016-12-19,-0.20957522235180662,-0.8691436896209245,0.14102186883530682,1.8724532957559035,-0.5545929632393279,0.8342982989598341,2.354996559871808,0.2571977810372214,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.5
2016-12-20,-0.1304968617597884,-0.5852684673791403,1.8043606340958303,1.6002823188868502,-1.0983231016804689,1.392164317736426,2.429468907318304,-1.5623812462905688,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.5
2016-12-21,-0.29579307788269854,-0.3293424485691122,2.21357891544372,1.528936790604655,0.2847958750917577,2.591468269575047,2.407806799589097,-1.4207298082611424,0.5,0.5,1.0,0.5,0.5,1.0,1.0,0.5
2016-12-22,0.20658320480124195,0.29490324221340114,1.905340573077135,1.9480240907441486,-0.04041187753251639,2.899956655028404,2.594440597817428,-1.239833654689931,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5
2016-12-23,-0.5521356029742231,0.4868049838318871,1.7752912888771166,1.9393525363319526,1.8411227134379993,3.8738144385185107,1.310214974382654,-1.1705911519070937,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5
2016-12-27,-0.4636800868764079,0.29716228344619466,1.7014595310010145,1.4332753895581234,1.8862447761194108,3.667604679306165,1.1520798709156834,-1.7684585720048374,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5
2016-12-28,-0.34057291264428896,0.3403278302127506,1.499385180483042,1.1610119867177966,2.5267633774801723,4.091333451184274,1.2629769618763897,-1.1869767684354482,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5
2016-12-29,0.9622167111826497,1.19981027913109,2.031134616773281,2.4989053168892146,1.4826130220602582,2.3721847889366665,-0.8210220217443243,-2.6607365995269543,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5
2016-12-30,0.9464807777665205,0.9208192788961792,1.950693808946172,2.575424237557886,1.3223704506449638,0.8377641554612667,-2.4467901860927737,-3.088179389686496,1.0,0.5,0.5,0.5,1.0,0.5,0.0,0.5
2017-01-03,0.3309225370544986,1.9631811217724722,1.5008264242490816,1.933707380176566,1.3367363727173724,0.6143515386083974,-3.324108067036571,-3.5433516045692377,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.5
2017-01-04,0.25196779175186573,2.1120624379270807,1.1237919502683391,1.951600882887921,1.1169213003778757,-0.5812419622842857,-4.230483953668285,-3.2392344554807178,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.5
2017-01-05,0.1534978772890334,1.5227519882084448,1.855168686656727,1.7696208880622615,0.3688782383521505,-0.7986972562424307,-3.591800558026257,-3.6277468854005743,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.5
2017-01-06,0.15524592061854908,1.4652742093579296,1.6469613754994477,1.8918253594355556,-0.8949695210736374,-2.8763511043565835,-4.048371826309668,-3.7012776647141505,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5
2017-01-09,1.271267837540834,1.0453229082226634,1.2912840384749402,2.6259961313922364,-0.8979569138169465,-2.608435586407922,-4.227254504708522,-3.295119039065734,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5
2017-01-10,1.8723271145279214,1.1719174172016475,0.9171330613355945,2.8226592011552625,-1.4451496773595096,-2.48540394043495,-4.052015576970538,-3.232890792510518,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5
2017-01-11,1.548566542668806,1.0019026780871092,1.7289931684424245,3.0565388902767068,-0.3219554700408464,-2.294533861904844,-2.049532362211057,-2.9934191256394045,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5
2017-01-12,-0.15901372533483094,-0.4423701357020733,-0.20046127094936164,0.9131876285936209,-2.1790286058995396,-3.434712835188731,-3.8971696292019598,-3.629099095315292,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5
2017-01-13,-0.7953397879880422,-1.0243627210473747,-0.6698152360024845,-0.07761209516587482,-0.9448986438360171,-3.1507263983972016,-3.7385202627595002,-3.2787144538271242,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5
2017-01-17,-0.19260492995844922,-0.47429435884345983,0.04188545705944124,0.7150387723908016,-1.3376805781870484,-3.945291844105762,-3.7373119149196166,-3.541939441598241,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5
2017-01-18,-0.3021429745347288,0.5656711250302756,0.1611994870043335,1.2199017830614505,-0.3012828525640998,-1.1522439102564181,-2.448722596153848,-2.153044471153848,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5
2017-01-19,-0.2197517997380752,0.24341664034829028,-0.263697436280295,1.5507965262776613,-1.738745990395128,-1.6621757007885956,-2.887274731916081,-2.864939873065291,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5
2017-01-20,-0.33915779542203855,0.1346030686902572,-0.33337462405664886,0.28753327099523085,-2.117569580742057,-1.5522446013119326,-2.4193972997991158,-4.065862105540307,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
2017-01-23,0.06437971984613837,0.09488533161984675,0.4584587850295596,0.7624865867293125,-2.0060406513698483,-0.9628351520834874,-1.8549440771470491,-2.9045854730967187,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5
2017-01-24,0.8518965767109011,0.7013581900268565,0.6127770251200527,1.3581894944224733,0.13312034502377484,1.2483973968472983,-0.6574762684049434,-1.6136629103339892,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5
2017-01-25,0.4753731291371059,0.2541437521583158,0.4264802279718846,1.4353023515059773,0.5775551107677641,0.017944137382105808,-0.2267820168493449,-1.171421382865819,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5
2017-01-26,0.4180158711249108,0.3009265473379319,0.8186094653439125,1.1669481788779184,1.1203310694754869,-0.07053227961093854,1.0350365534978978,-0.5757512488742993,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5
2017-01-27,-0.7688662032068533,-0.28461337161054145,-0.08398964892752936,0.6603990909367373,-0.11024351132517922,-0.9484243152621483,-0.037285549966061426,-0.7376644371448703,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2017-01-30,0.23607385963742666,-0.0178319788247619,0.24089651143780152,2.02401297089343,1.1695608030328466,-1.2571626325924279,0.3617386887559765,-0.14274409101154018,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.5
2017-01-31,-0.2201826876467058,-0.5058826740193832,1.3176968833866427,2.8040330323502003,-0.5563974713536727,-1.2458065244558292,0.9732784215616078,-0.38120370728208897,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2017-02-01,0.2703581410136803,-0.08174741094191196,1.888208753078156,3.1645811192890614,-1.1231368288905201,-0.8261287323606264,0.8537175526778583,-1.2091623422884616,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5
2017-02-02,-0.13554891309264086,-0.25955077923893843,1.3049826607800377,3.3453865775723486,-2.0395028127830273,-2.100432296535119,-0.9636368117391199,-1.5713167185082342,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2017-02-03,0.20279723322052198,0.3688969132505615,1.115885818436965,4.5180886402379095,-0.7046860164150718,-0.17942973370000506,0.2789413515214469,0.03589194961114697,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.5
2017-02-06,-0.3897352034077012,0.06801964440068313,0.5961965562066036,4.044555247024277,-0.06894896420465678,0.3824552971651603,0.47766335006222804,-0.01642077385258927,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5
2017-02-07,-0.5669854306742774,0.2984220354923946,0.6728714800365245,4.8477602334370875,0.013086944664284159,0.816745747727506,0.20295763312644938,-0.2013293760160343,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5
2017-02-08,-0.0062587883848377246,0.3194918646595636,1.0569984200263904,4.485815399379723,0.30556677760125783,1.2912416832796851,0.30310020828937195,-0.18891510953892368,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
2017-02-09,0.6571088523183242,0.7505762205120647,1.8192913873047472,5.212383488016973,0.5174237608753852,1.6278247602821077,0.022998900287407243,-0.5354800699429394,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5
2017-02-10,0.42065296591108386,1.793427067318025,0.6229847681807325,4.9891607371830915,0.08182770653346678,1.8705802257671538,-1.6872869814092695,-0.46805202654024247,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5
2017-02-13,0.42311759883803446,1.5194608311400315,0.30264032056308976,3.8832156336667465,0.8794907875276923,1.7704473941209824,-1.0694796452861988,-0.5748648665650592,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.5
2017-02-14,0.15347394464697173,1.3941732550592807,0.7408725723933781,4.072843479728978,0.7582467210568051,0.9363632024827087,-0.9625149493005466,0.05556541472834843,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.5
2017-02-15,0.2896990606730361,0.9423662908068113,1.0045379677192994,4.4544126720717765,1.1708202664716052,0.524907956221953,-0.9467865075535616,0.3417645738934771,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5
2017-02-16,0.9151202106101856,0.0796556829522319,0.3455103332423427,3.8764495624561643,1.0585208008730376,-0.621806465684426,-1.5942863558220097,-0.20618864765929212,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5
2017-02-17,1.189813720216922,0.4707280379740726,0.7450144749061997,3.7654137054930295,0.7801092911514111,-0.7103708974077866,-0.700640124702587,0.4379013145993694,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5
2017-02-21,1.300108815134012,0.7961635158942602,1.7788313168689278,4.178158433755801,-0.1664827832587812,-1.3148552355289147,-0.5026644479845349,1.5872002278222084,1.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5
2017-02-22,-0.4189305057644722,-0.013316183090017331,1.4670054636894105,2.7661485584865355,-1.240215811149545,-2.175201797806889,-1.3414263159692197,0.4851670186030625,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
2017-02-23,-1.0011386031957379,-1.3225089401889958,1.2527184272167753,2.5747522438901846,-1.4918199160313081,-3.324809620572998,-2.0454178041467213,1.4129560804095083,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5
2017-02-24,-0.7586716305824951,-1.24641314928633,2.014120000024686,2.1407988833303104,-0.8855814837289878,-2.205060206074482,-0.6135927120162514,2.0706913646473866,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.5
2017-02-27,0.14444159508546286,-0.0033459398738010415,3.3646570904891426,2.751029538961262,-0.6807641317608798,-1.4152113867425808,-0.24237332248882218,3.0207412769418513,0.5,0.5,1.0,0.5,0.0,0.0,0.5,0.5
2017-02-28,0.8213722158370927,0.47421707320748446,3.4279215406428962,2.2919966023629956,-0.5211399768112541,-1.0406448167078772,-0.4917352846805741,1.1909393680237514,1.0,0.5,1.0,0.5,0.0,0.0,0.5,0.5
2017-03-01,-0.6162577527392775,-0.02772150225001082,4.14698487489596,1.5399498311251543,-1.8735759188453038,-0.9915071677587671,-0.40346813975561635,1.5419802049922098,0.0,0.5,1.0,0.5,0.0,0.5,0.5,0.5
2017-03-02,-0.7526800136136194,0.009784755466549326,3.392953514314794,1.5146790542640498,-1.067046829301358,0.27761294752559523,-0.4905285248477633,1.7827765193600371,0.0,0.5,1.0,0.5,0.0,0.5,0.5,0.5
2017-03-03,-0.40900070866862576,0.7105408268770277,3.332464854627039,2.185822992038922,-0.4729615937968723,1.093727370397404,-0.5583505557427773,2.453484336745431,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5
2017-03-06,0.8014389416716814,2.64726537582682,4.339143764281421,3.22357233914612,0.8356533163202617,2.2289573428647698,1.2401600133224604,4.784177909682489,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0
2017-03-07,0.4660391043038252,2.4810648011521645,3.5697717444528743,3.223846453784273,0.3443451769425411,0.7664936829698245,0.49996176806480586,5.079048524043671,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0
2017-03-08,0.15759169660609887,2.6756776432710763,3.3074667930250587,2.1178984246904298,1.02467158204118,1.291975440151316,1.0279747749124661,4.940186881086127,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0
2017-03-09,1.0585125074086146,3.3010326811892963,3.41556406649278,2.5646528486976075,1.6244369789517068,1.2397870408584344,1.3008675196037942,4.960790425092858,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0
2017-03-10,2.042981492383816,3.1539003729782427,3.518781475611367,3.537917511340121,1.3181974055219448,0.49164040311782103,1.410586496208843,4.756408157025653,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
2017-03-13,1.6997592359041678,3.863436298845334,2.9980632255893496,3.642209856754213,-0.5847216773148385,-0.4132280336257811,1.1465748024274929,2.345406325002355,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5
2017-03-14,1.5342908046328196,2.394701471609836,2.35739307068385,3.7429345013065616,-0.2777858517841097,-1.3028183772054402,2.1004227542497342,2.758326037663386,1.0,1.0,1.0,0.5,0.5,0.0,1.0,0.5
2017-03-15,1.443450054897854,1.8249276622131125,1.2803601415654582,3.4708385116299123,-0.14003533625379705,-1.3987439050897543,1.8514288889095718,3.4178971814783585,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5
2017-03-16,1.1256451007969979,1.6854172995780619,1.3056773558368442,3.584620768870137,0.0706433602131036,-0.08214497038676283,3.530589184323664,3.685022057230668,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5
2017-03-17,1.3162209765844872,0.2595174969106485,0.12417779353053669,2.574781449605159,-0.6760319551375562,-1.1093369949392555,2.7008563342928884,2.3392169288849947,1.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5
2017-03-20,0.17185647404817272,-0.05867276581301177,-0.5936531584395323,2.2163584515813826,-0.9278288013594647,-0.15979861462024117,3.271042734386034,2.295108317922122,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.5
2017-03-21,0.7283211912400918,0.46221250498508826,-1.0982768689144828,2.904943032693672,-0.5877355630609205,0.7420695951979724,1.6909898464396351,2.843494348561683,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5
2017-03-22,-0.43288739827203077,-0.6307435221572891,-2.503226614675828,2.390541402185726,-0.2542087564728222,0.8118369052477972,1.9533294065678046,3.4507092795404377,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5
2017-03-23,-0.5829514695546579,-0.3721841450735436,-1.816636817315308,3.3639228589991186,-0.08229504324429233,1.927353533763226,2.284511223411985,4.532807360913722,0.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0
2017-03-24,-0.4330936395668669,-0.2397898058442443,-1.1096627417155553,4.3392627792990455,1.11472588917634,3.7966723199453467,3.02874591212057,5.568670319403761,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0
2017-03-27,-0.09082602385968964,-0.36191950839533993,-1.0691782440304032,5.7082948798757185,0.896118264778239,2.8461963891008937,3.5006047954622574,5.789408136613923,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0
2017-03-28,0.4165768890542857,0.24077016838822263,-0.3340021753858201,5.834879184783026,1.2535598715552976,3.805158504561067,4.556306963127553,5.9243574192918285,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0
2017-03-29,-0.14237806490964233,-0.48814357221088067,-1.1514834360597683,4.937343935310571,1.1432677318305935,2.9692284802580042,3.872404762037408,4.965042555715949,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0
2017-03-30,0.024459386099169086,-0.7037443880769032,-0.8228076938671098,5.970989035164038,2.42654610737297,3.2087743166992055,3.612923556435282,5.532651878716396,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0
2017-03-31,-0.16352812361294405,-1.446883848961756,0.01848556895278238,5.607405065041916,1.7586381732128489,0.7695028395043385,3.299282428409869,4.726034250475432,0.5,0.0,0.5,1.0,1.0,0.5,1.0,1.0
2017-04-03,0.028706110263307258,-1.6840744891430577,0.6253968385347548,6.037316545343012,1.7584862243313175,0.3810854362300024,1.185241838308983,4.214567687923934,0.5,0.0,0.5,1.0,1.0,0.5,0.5,1.0
2017-04-04,-0.6809661746383338,-1.780849814852753,1.3536310265990386,5.897092396818966,0.3086619261547048,-1.1248659986996166,0.6443688142185172,1.6849049613407707,0.0,0.0,0.5,1.0,0.5,0.0,0.5,0.5
2017-04-05,-0.4335809344820001,-0.5779459735140837,2.1627869085405056,6.107073898249394,1.2518213121204382,-0.2589961511614306,1.5379934377526996,2.321383272656359,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5
2017-04-06,-1.2740370109652974,-0.6983403436437693,2.2495712703528836,5.829648716335903,-1.7074773934448042,-0.11108304408082464,0.14916641943576192,1.2615662780624723,0.0,0.5,1.0,1.0,0.0,0.5,0.5,0.5
2017-04-07,-1.3424643827662344,-0.19928180234583576,2.447564324700968,6.304957844617354,-1.398979585100486,0.6772765680612773,-0.3521289094520805,1.9017843450191096,0.0,0.5,1.0,1.0,0.0,0.5,0.5,0.5
2017-04-10,-1.0605451526032086,-0.6195051481320141,2.8267929556848843,7.078027931738904,-1.8742491740040699,0.4215851339747746,-0.9450223321304345,1.4684500564025265,0.0,0.5,1.0,1.0,0.0,0.5,0.5,0.5
2017-04-11,0.7167250348108561,0.7420280827733777,4.04767457519647,8.363485848950447,0.7200436212543805,2.646068955044085,1.1333398404936452,4.087762242084519,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0
2017-04-12,1.0316129194161272,1.9393996327136311,5.019415358004242,9.110341176253769,1.259564347703717,2.1427203330853843,1.4686914902027441,3.92509529812042,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5
2017-04-13,0.918312648637804,2.1057761884289614,5.276412936349744,10.053033188188751,2.1369326162310767,0.8319225843059445,2.198080736379491,3.4709160163311785,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5
2017-04-17,-0.47520045478404055,2.2451719296506094,5.51006870042616,9.619704446452182,1.9427116381835314,1.3945232291544996,2.465258006197266,3.548818692586738,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5
2017-04-18,0.1579809477388921,2.893151037892628,6.850719526644548,9.223767852771198,1.0056106393675763,0.8959941315453259,2.211391272229563,3.1121463933980045,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5
2017-04-19,0.7717191989131957,2.839243044194669,6.1895546072036,9.25872139164338,0.03624249795165274,-0.5703204691859527,1.3084341785777953,2.7271435957696633,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
2017-04-20,1.6526416769355017,3.1350562136342623,6.159755940729547,9.643201199510711,-1.4732928422348308,-1.2185726382265858,1.051903820058541,2.8050798409578683,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5
2017-04-21,2.2194913419305906,2.9502376470340654,6.850160375644185,10.356191012682551,-0.5080184116014724,-1.3313929946157823,1.8527884904584198,3.6143506501607594,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5
2017-04-24,1.976871015270861,2.5232735661199506,5.5878865434691365,9.403062961091038,0.02361770738379978,-1.3433962303850389,1.3811827038143787,4.308930334514832,1.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0
2017-04-25,1.643249476217254,2.609096132053954,5.378284088153527,8.770138833393775,0.7165411311204702,0.6622824092933697,2.993841586558368,6.027579681685706,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
2017-04-26,0.3910072429530056,2.0206154275347443,4.482781055004877,7.4329056474384965,-0.6845119041503968,0.401533106516702,1.0338741843003663,5.357512152801128,0.5,1.0,1.0,1.0,0.0,0.5,0.5,1.0
2017-04-27,0.21355004493422874,2.6795379031998117,3.8607864067372635,7.05349906664074,-1.224196388598748,0.6518579612631894,0.7715238487393509,5.488810886826151,0.5,1.0,1.0,1.0,0.0,0.5,0.5,1.0
